,director_name,genres,movie_title,ratings,actors,combine
3269,Gerald Potterton,Adventure Animation Fantasy Horror Sci-Fi,heavy metal,6.7,John Vernon Joe Flaherty Don Francks,Gerald Potterton Adventure Animation Fantasy Horror Sci-Fi heavy metal John Vernon Joe Flaherty Don Francks
3270,Jared Hess,Adventure Comedy Sci-Fi,gentlemen broncos,6.1,Jizelle Jade Michael Angarano Héctor Jiménez,Jared Hess Adventure Comedy Sci-Fi gentlemen broncos Jizelle Jade Michael Angarano Héctor Jiménez
3271,Richard Loncraine,Drama War,richard iii,7.5,Robert Downey Jr. Jim Broadbent Kristin Scott Thomas,Richard Loncraine Drama War richard iii Robert Downey Jr. Jim Broadbent Kristin Scott Thomas
3272,David Hackl,Action Horror Thriller,into the grizzly maze,5.3,Scott Glenn Michaela McManus Luisa D'Oliveira,David Hackl Action Horror Thriller into the grizzly maze Scott Glenn Michaela McManus Luisa D'Oliveira
3273,Anurag Basu,Action Drama Romance Thriller,kites,6.0,Bárbara Mori Steven Michael Quezada Kabir Bedi,Anurag Basu Action Drama Romance Thriller kites Bárbara Mori Steven Michael Quezada Kabir Bedi
3274,Lars von Trier,Drama Sci-Fi,melancholia,7.1,Alexander Skarsgård Kirsten Dunst Charlotte Rampling,Lars von Trier Drama Sci-Fi melancholia Alexander Skarsgård Kirsten Dunst Charlotte Rampling
3275,Kriv Stenders,Biography Comedy Drama Family Romance,red dog,7.5,Noah Taylor Keisha Castle-Hughes Luke Ford,Kriv Stenders Biography Comedy Drama Family Romance red dog Noah Taylor Keisha Castle-Hughes Luke Ford
3276,Yash Chopra,Drama Romance,jab tak hai jaan,6.9,Shah Rukh Khan Katrina Kaif Vic Waghorn,Yash Chopra Drama Romance jab tak hai jaan Shah Rukh Khan Katrina Kaif Vic Waghorn
3277,Ridley Scott,Horror Sci-Fi,alien,8.5,Tom Skerritt Yaphet Kotto Bolaji Badejo,Ridley Scott Horror Sci-Fi alien Tom Skerritt Yaphet Kotto Bolaji Badejo
3279,Floria Sigismondi,Biography Drama Music,the runaways,6.6,Kristen Stewart Scout Taylor-Compton Johnny Lewis,Floria Sigismondi Biography Drama Music the runaways Kristen Stewart Scout Taylor-Compton Johnny Lewis
3280,Norman Jewison,Drama Family Musical Romance,fiddler on the roof,8.0,Topol Paul Michael Glaser Rosalind Harris,Norman Jewison Drama Family Musical Romance fiddler on the roof Topol Paul Michael Glaser Rosalind Harris
3281,Terence Young,Action Adventure Thriller,thunderball,7.0,Desmond Llewelyn Earl Cameron Lois Maxwell,Terence Young Action Adventure Thriller thunderball Desmond Llewelyn Earl Cameron Lois Maxwell
3282,Joseph Kahn,Comedy Horror Sci-Fi,detention,5.8,Josh Hutcherson Shanley Caswell Parker Bagley,Joseph Kahn Comedy Horror Sci-Fi detention Josh Hutcherson Shanley Caswell Parker Bagley
3283,Ferzan Ozpetek,Comedy Drama Romance,loose cannons,7.3,Riccardo Scamarcio Alessandro Preziosi Lunetta Savino,Ferzan Ozpetek Comedy Drama Romance loose cannons Riccardo Scamarcio Alessandro Preziosi Lunetta Savino
3284,F. Gary Gray,Action Crime Drama Romance Thriller,set it off,6.8,Vivica A. Fox Jada Pinkett Smith Blair Underwood,F. Gary Gray Action Crime Drama Romance Thriller set it off Vivica A. Fox Jada Pinkett Smith Blair Underwood
3285,Malcolm D. Lee,Comedy Drama,the best man,6.7,Harold Perrineau Sanaa Lathan Jarrod Bunch,Malcolm D. Lee Comedy Drama the best man Harold Perrineau Sanaa Lathan Jarrod Bunch
3286,Tom Holland,Fantasy Horror,child's play,6.5,Catherine Hicks Alex Vincent Dinah Manoff,Tom Holland Fantasy Horror child's play Catherine Hicks Alex Vincent Dinah Manoff
3287,Michael Moore,Documentary Drama,sicko,8.0,Michael Moore Tucker Albrizzi Bill Clinton,Michael Moore Documentary Drama sicko Michael Moore Tucker Albrizzi Bill Clinton
3288,James DeMonaco,Action Horror Sci-Fi Thriller,the purge: anarchy,6.5,Noel Gugliemi Zach Gilford Roberta Valderrama,James DeMonaco Action Horror Sci-Fi Thriller the purge: anarchy Noel Gugliemi Zach Gilford Roberta Valderrama
3289,Kris Isacsson,Comedy Drama Romance,down to you,4.9,Rosario Dawson Lauren German Shawn Hatosy,Kris Isacsson Comedy Drama Romance down to you Rosario Dawson Lauren German Shawn Hatosy
3290,Danny Leiner,Adventure Comedy,harold & kumar go to white castle,7.1,Ethan Embry Fred Willard Paula Garcés,Danny Leiner Adventure Comedy harold & kumar go to white castle Ethan Embry Fred Willard Paula Garcés
3291,Rod Lurie,Drama Thriller,the contender,7.0,Jeff Bridges Gary Oldman William Petersen,Rod Lurie Drama Thriller the contender Jeff Bridges Gary Oldman William Petersen
3292,Ben Younger,Crime Drama Thriller,boiler room,7.0,Vin Diesel Nia Long Herbert Russell,Ben Younger Crime Drama Thriller boiler room Vin Diesel Nia Long Herbert Russell
3293,John Landis,Comedy,trading places,7.5,Don Ameche Denholm Elliott Ralph Bellamy,John Landis Comedy trading places Don Ameche Denholm Elliott Ralph Bellamy
3294,Glen Morgan,Horror,black christmas,4.5,Oliver Hudson Crystal Lowe Andrea Martin,Glen Morgan Horror black christmas Oliver Hudson Crystal Lowe Andrea Martin
3295,Daniel Taplitz,Comedy Romance,breakin' all the rules,5.5,Jennifer Esposito Tate Taylor Patrick Cranshaw,Daniel Taplitz Comedy Romance breakin' all the rules Jennifer Esposito Tate Taylor Patrick Cranshaw
3296,Kenneth Branagh,Action Biography Drama History Romance War,henry v,7.7,Brian Blessed Derek Jacobi Danny Webb,Kenneth Branagh Action Biography Drama History Romance War henry v Brian Blessed Derek Jacobi Danny Webb
3297,Tamara Jenkins,Comedy Drama,the savages,7.2,Philip Seymour Hoffman David Zayas Gbenga Akinnagbe,Tamara Jenkins Comedy Drama the savages Philip Seymour Hoffman David Zayas Gbenga Akinnagbe
3298,Linda Mendoza,Comedy Romance,chasing papi,4.8,Carlos Ponce Freddy Rodríguez Maria Conchita Alonso,Linda Mendoza Comedy Romance chasing papi Carlos Ponce Freddy Rodríguez Maria Conchita Alonso
3299,Christopher McQuarrie,Action Crime Drama Thriller,the way of the gun,6.7,Kristin Lehman Nicky Katt Dylan Kussman,Christopher McQuarrie Action Crime Drama Thriller the way of the gun Kristin Lehman Nicky Katt Dylan Kussman
3300,Burr Steers,Comedy Drama,igby goes down,7.0,Kieran Culkin Rory Culkin Bill Irwin,Burr Steers Comedy Drama igby goes down Kieran Culkin Rory Culkin Bill Irwin
3301,Hart Bochner,Comedy,pcu,6.5,Jon Favreau Matt Ross Chris Young,Hart Bochner Comedy pcu Jon Favreau Matt Ross Chris Young
3302,Michael O. Sajbel,Drama Family Romance,the ultimate gift,7.4,Bill Cobbs Drew Fuller Mircea Monroe,Michael O. Sajbel Drama Family Romance the ultimate gift Bill Cobbs Drew Fuller Mircea Monroe
3303,Unknown,Drama Romance,the bold and the beautiful            ,3.5,Ronn Moss Katherine Kelly Lang Hunter Tylo,Unknown Drama Romance the bold and the beautiful             Ronn Moss Katherine Kelly Lang Hunter Tylo
3304,Stewart Raffill,Action Adventure Comedy Romance Sci-Fi,the ice pirates,5.7,Anjelica Huston John Carradine Robert Urich,Stewart Raffill Action Adventure Comedy Romance Sci-Fi the ice pirates Anjelica Huston John Carradine Robert Urich
3305,Davis Guggenheim,Biography Drama Sport,gracie,6.2,Emma Bell John Doman Carly Schroeder,Davis Guggenheim Biography Drama Sport gracie Emma Bell John Doman Carly Schroeder
3306,Bart Freundlich,Comedy Drama Romance,trust the man,5.7,Billy Crudup Garry Shandling Dagmara Dominczyk,Bart Freundlich Comedy Drama Romance trust the man Billy Crudup Garry Shandling Dagmara Dominczyk
3307,Andrew Fleming,Comedy Music,hamlet 2,6.4,Steve Coogan Amy Poehler David Arquette,Andrew Fleming Comedy Music hamlet 2 Steve Coogan Amy Poehler David Arquette
3308,Todd Haynes,Drama Music,velvet goldmine,7.0,Christian Bale Eddie Izzard Janet McTeer,Todd Haynes Drama Music velvet goldmine Christian Bale Eddie Izzard Janet McTeer
3309,Hong-jin Na,Fantasy Horror Mystery Thriller,the wailing,7.7,Jung-min Hwang Jun Kunimura Woo-hee Chun,Hong-jin Na Fantasy Horror Mystery Thriller the wailing Jung-min Hwang Jun Kunimura Woo-hee Chun
3310,Kevin Tancharoen,Documentary Music,glee: the 3d concert movie,5.4,Lea Michele Heather Morris Kevin McHale,Kevin Tancharoen Documentary Music glee: the 3d concert movie Lea Michele Heather Morris Kevin McHale
3311,Chatrichalerm Yukol,Action Adventure Drama History War,the legend of suriyothai,6.6,Sarunyu Wongkrachang Chatchai Plengpanich Mai Charoenpura,Chatrichalerm Yukol Action Adventure Drama History War the legend of suriyothai Sarunyu Wongkrachang Chatchai Plengpanich Mai Charoenpura
3312,Dario Argento,Horror,two evil eyes,6.1,John Amos Adrienne Barbeau Sally Kirkland,Dario Argento Horror two evil eyes John Amos Adrienne Barbeau Sally Kirkland
3313,Eric Lavaine,Comedy,barbecue,6.1,Lambert Wilson Julie Engelbrecht Lionel Abelanski,Eric Lavaine Comedy barbecue Lambert Wilson Julie Engelbrecht Lionel Abelanski
3314,Mike Leigh,Drama,all or nothing,7.6,Lesley Manville Ruth Sheen Gary McDonald,Mike Leigh Drama all or nothing Lesley Manville Ruth Sheen Gary McDonald
3315,Marc Forby,Drama,princess kaiulani,6.2,Q'orianka Kilcher Will Patton Shaun Evans,Marc Forby Drama princess kaiulani Q'orianka Kilcher Will Patton Shaun Evans
3316,Peter Cattaneo,Drama Family,opal dream,6.6,Jacqueline McKenzie Vince Colosimo Peter Callan,Peter Cattaneo Drama Family opal dream Jacqueline McKenzie Vince Colosimo Peter Callan
3317,Scott Mann,Action Crime Thriller,heist,6.1,Robert De Niro Joshua Mikel D.B. Sweeney,Scott Mann Action Crime Thriller heist Robert De Niro Joshua Mikel D.B. Sweeney
3318,Ole Christian Madsen,Drama History Thriller War,flame and citron,7.3,Lars Mikkelsen Thure Lindhardt Christian Berkel,Ole Christian Madsen Drama History Thriller War flame and citron Lars Mikkelsen Thure Lindhardt Christian Berkel
3319,Meiert Avis,Comedy Music Romance,undiscovered,4.2,Fisher Stevens Kip Pardue Perrey Reeves,Meiert Avis Comedy Music Romance undiscovered Fisher Stevens Kip Pardue Perrey Reeves
3320,Julian Jarrold,Crime Drama Mystery Thriller,red riding: in the year of our lord 1974,7.1,Andrew Garfield Warren Clarke John Henshaw,Julian Jarrold Crime Drama Mystery Thriller red riding: in the year of our lord 1974 Andrew Garfield Warren Clarke John Henshaw
3321,André Téchiné,Drama,the girl on the train,6.0,Catherine Deneuve Ronit Elkabetz Émilie Dequenne,André Téchiné Drama the girl on the train Catherine Deneuve Ronit Elkabetz Émilie Dequenne
3322,Emily Young,Drama Romance,veronika decides to die,6.5,Sarah Michelle Gellar Erika Christensen Jonathan Tucker,Emily Young Drama Romance veronika decides to die Sarah Michelle Gellar Erika Christensen Jonathan Tucker
3323,Peter Faiman,Adventure Comedy,crocodile dundee,6.5,Paul Hogan Linda Kozlowski David Gulpilil,Peter Faiman Adventure Comedy crocodile dundee Paul Hogan Linda Kozlowski David Gulpilil
3324,Martyn Pick,Action Animation Fantasy Horror Mystery Sci-Fi Thriller,"ultramarines: a warhammer 40,000 movie",5.7,Sean Pertwee Steven Waddington Donald Sumpter,"Martyn Pick Action Animation Fantasy Horror Mystery Sci-Fi Thriller ultramarines: a warhammer 40,000 movie Sean Pertwee Steven Waddington Donald Sumpter"
3325,Roland Suso Richter,Mystery Sci-Fi Thriller,the i inside,6.1,Stephen Graham Sarah Polley Stephen Rea,Roland Suso Richter Mystery Sci-Fi Thriller the i inside Stephen Graham Sarah Polley Stephen Rea
3326,Jeremy Sims,Drama History War,beneath hill 60,7.1,Harrison Gilbertson Gyton Grantley Steve Le Marquand,Jeremy Sims Drama History War beneath hill 60 Harrison Gilbertson Gyton Grantley Steve Le Marquand
3327,Maïwenn,Crime Drama,polisse,7.3,Riccardo Scamarcio Maïwenn Karin Viard,Maïwenn Crime Drama polisse Riccardo Scamarcio Maïwenn Karin Viard
3328,Joby Harold,Crime Mystery Thriller,awake,6.5,Hayden Christensen Fisher Stevens Denis O'Hare,Joby Harold Crime Mystery Thriller awake Hayden Christensen Fisher Stevens Denis O'Hare
3329,Unknown,Action Adventure Animation Drama Fantasy Sci-Fi,star wars: the clone wars            ,7.9,Dee Bradley Baker James Arnold Taylor Tom Kane,Unknown Action Adventure Animation Drama Fantasy Sci-Fi star wars: the clone wars             Dee Bradley Baker James Arnold Taylor Tom Kane
3330,Ekachai Uekrongtham,Action Crime Thriller,skin trade,5.7,Michael Jai White Mike Dopud Celina Jade,Ekachai Uekrongtham Action Crime Thriller skin trade Michael Jai White Mike Dopud Celina Jade
3331,Joel Schumacher,Comedy Fantasy Horror,the lost boys,7.2,Dianne Wiest Jami Gertz Jason Patric,Joel Schumacher Comedy Fantasy Horror the lost boys Dianne Wiest Jami Gertz Jason Patric
3332,Scott Cooper,Drama Music Romance,crazy heart,7.3,Jeff Bridges Beth Grant Debrianna Mansini,Scott Cooper Drama Music Romance crazy heart Jeff Bridges Beth Grant Debrianna Mansini
3333,Mark Rydell,Drama Music Romance,the rose,6.9,David Keith Frederic Forrest Alan Bates,Mark Rydell Drama Music Romance the rose David Keith Frederic Forrest Alan Bates
3334,David E. Talbert,Comedy,baggage claim,5.0,Djimon Hounsou Christina Milian Boris Kodjoe,David E. Talbert Comedy baggage claim Djimon Hounsou Christina Milian Boris Kodjoe
3335,Roger Vadim,Adventure Comedy Fantasy Sci-Fi,barbarella,5.9,Jane Fonda David Hemmings Milo O'Shea,Roger Vadim Adventure Comedy Fantasy Sci-Fi barbarella Jane Fonda David Hemmings Milo O'Shea
3336,Nils Gaup,Adventure Family,shipwrecked,6.7,Bjørn Sundquist Louisa Milwood-Haigh Stian Smestad,Nils Gaup Adventure Family shipwrecked Bjørn Sundquist Louisa Milwood-Haigh Stian Smestad
3337,Alexander Payne,Comedy Drama,election,7.3,Matthew Broderick Chris Klein Molly Hagan,Alexander Payne Comedy Drama election Matthew Broderick Chris Klein Molly Hagan
3338,Mira Nair,Drama,the namesake,7.6,Jacinda Barrett Brooke Smith Tabu,Mira Nair Drama the namesake Jacinda Barrett Brooke Smith Tabu
3339,Ari Sandel,Comedy,the duff,6.5,Bella Thorne Romany Malco Skyler Samuels,Ari Sandel Comedy the duff Bella Thorne Romany Malco Skyler Samuels
3340,Vondie Curtis-Hall,Drama Music Romance,glitter,2.1,Mariah Carey Max Beesley Valarie Pettiford,Vondie Curtis-Hall Drama Music Romance glitter Mariah Carey Max Beesley Valarie Pettiford
3341,Tom Elkins,Drama Horror Mystery Thriller,the haunting in connecticut 2: ghosts of georgia,5.3,Abigail Spencer Cicely Tyson Brad James,Tom Elkins Drama Horror Mystery Thriller the haunting in connecticut 2: ghosts of georgia Abigail Spencer Cicely Tyson Brad James
3342,Woo-Suk Kang,Action Drama,silmido,7.2,Yu-mi Jeong Sung-kee Ahn Kyung-gu Sol,Woo-Suk Kang Action Drama silmido Yu-mi Jeong Sung-kee Ahn Kyung-gu Sol
3343,Jane Campion,Biography Drama Romance,bright star,7.0,Abbie Cornish Paul Schneider Samuel Roukin,Jane Campion Biography Drama Romance bright star Abbie Cornish Paul Schneider Samuel Roukin
3344,Karan Johar,Adventure Drama Thriller,my name is khan,8.0,Shah Rukh Khan Jimmy Shergill Christopher B. Duncan,Karan Johar Adventure Drama Thriller my name is khan Shah Rukh Khan Jimmy Shergill Christopher B. Duncan
3345,Herbert Ross,Drama Music Romance,footloose,6.5,Dianne Wiest Chris Penn Lori Singer,Herbert Ross Drama Music Romance footloose Dianne Wiest Chris Penn Lori Singer
3346,J.C. Chandor,Action Adventure Drama,all is lost,6.9,Robert Redford Unknown Unknown,J.C. Chandor Action Adventure Drama all is lost Robert Redford Unknown Unknown
3347,John Sayles,Adventure Drama Thriller,limbo,7.1,Mary Elizabeth Mastrantonio Casey Siemaszko Vanessa Martinez,John Sayles Adventure Drama Thriller limbo Mary Elizabeth Mastrantonio Casey Siemaszko Vanessa Martinez
3348,Vipul Amrutlal Shah,Comedy Drama Romance,namastey london,7.3,Katrina Kaif Clive Standen Riteish Deshmukh,Vipul Amrutlal Shah Comedy Drama Romance namastey london Katrina Kaif Clive Standen Riteish Deshmukh
3349,Ken Loach,Drama War,the wind that shakes the barley,7.5,Padraic Delaney Orla Fitzgerald Martin Lucey,Ken Loach Drama War the wind that shakes the barley Padraic Delaney Orla Fitzgerald Martin Lucey
3350,Ayan Mukerji,Comedy Drama Musical Romance,yeh jawaani hai deewani,6.9,Ranbir Kapoor Madhuri Dixit Aditya Roy Kapoor,Ayan Mukerji Comedy Drama Musical Romance yeh jawaani hai deewani Ranbir Kapoor Madhuri Dixit Aditya Roy Kapoor
3351,John G. Avildsen,Action Drama Family Sport,the karate kid,7.2,Martin Kove William Zabka William Bassett,John G. Avildsen Action Drama Family Sport the karate kid Martin Kove William Zabka William Bassett
3352,Mervyn LeRoy,Biography Drama History Romance,quo vadis,7.2,Peter Ustinov Deborah Kerr Robert Taylor,Mervyn LeRoy Biography Drama History Romance quo vadis Peter Ustinov Deborah Kerr Robert Taylor
3353,Darren Lynn Bousman,Horror Musical Sci-Fi,repo! the genetic opera,6.7,Alexa PenaVega Paris Hilton Paul Sorvino,Darren Lynn Bousman Horror Musical Sci-Fi repo! the genetic opera Alexa PenaVega Paris Hilton Paul Sorvino
3354,Serdar Akar,Action Adventure,valley of the wolves: iraq,6.0,Necati Sasmaz Bergüzar Korel Ghassan Massoud,Serdar Akar Action Adventure valley of the wolves: iraq Necati Sasmaz Bergüzar Korel Ghassan Massoud
3355,Quentin Tarantino,Crime Drama,pulp fiction,8.9,Bruce Willis Eric Stoltz Phil LaMarr,Quentin Tarantino Crime Drama pulp fiction Bruce Willis Eric Stoltz Phil LaMarr
3356,James Frawley,Adventure Comedy Family Musical,the muppet movie,7.7,Madeline Kahn Jim Henson Dom DeLuise,James Frawley Adventure Comedy Family Musical the muppet movie Madeline Kahn Jim Henson Dom DeLuise
3357,Dan Gilroy,Crime Drama Thriller,nightcrawler,7.9,Jake Gyllenhaal Michael Papajohn James Huang,Dan Gilroy Crime Drama Thriller nightcrawler Jake Gyllenhaal Michael Papajohn James Huang
3358,Jay Chandrasekhar,Comedy Horror Thriller,club dread,5.6,Brittany Daniel Lindsay Price Jay Chandrasekhar,Jay Chandrasekhar Comedy Horror Thriller club dread Brittany Daniel Lindsay Price Jay Chandrasekhar
3359,Robert Wise,Biography Drama Family Musical Romance,the sound of music,8.0,Eleanor Parker Angela Cartwright Nicholas Hammond,Robert Wise Biography Drama Family Musical Romance the sound of music Eleanor Parker Angela Cartwright Nicholas Hammond
3360,Ron Howard,Comedy Fantasy Romance,splash,6.2,Tom Hanks Howard Morris Patrick Cronin,Ron Howard Comedy Fantasy Romance splash Tom Hanks Howard Morris Patrick Cronin
3361,Jonathan Dayton,Comedy Drama,little miss sunshine,7.9,Steve Carell Steven Christopher Parker Jill Talley,Jonathan Dayton Comedy Drama little miss sunshine Steve Carell Steven Christopher Parker Jill Talley
3362,Rob Reiner,Adventure Drama,stand by me,8.1,Marshall Bell Frances Lee McCain Casey Siemaszko,Rob Reiner Adventure Drama stand by me Marshall Bell Frances Lee McCain Casey Siemaszko
3363,Danny Boyle,Drama Horror Sci-Fi Thriller,28 days later...,7.6,Noah Huntley Megan Burns David Schneider,Danny Boyle Drama Horror Sci-Fi Thriller 28 days later... Noah Huntley Megan Burns David Schneider
